data;regione;ricoverati_con_sintomi;terapia_intensiva;totale_ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;dimessi_guariti;deceduti;totale_casi;tamponi;casi_testati;nuovi_casi;nuovi_tamponi;nuovi_deceduti;nuovi_dimessi_guariti;nuovi_terapia_intensiva
2020-05-06;Friuli Venezia Giulia;115;3;118;844;962;-22;1826;306;3094;79429;50698,0;9,0;919,0;3,0;28,0;-1,0
2020-05-07;Friuli Venezia Giulia;109;2;111;816;927;-35;1872;308;3107;82012;51123,0;13,0;2583,0;2,0;46,0;-1,0
2020-05-08;Friuli Venezia Giulia;105;2;107;804;911;-16;1897;308;3116;82902;52784,0;9,0;890,0;0,0;25,0;0,0
2020-05-09;Friuli Venezia Giulia;101;3;104;765;869;-42;1947;308;3124;88384;55319,0;8,0;5482,0;0,0;50,0;1,0
2020-05-10;Friuli Venezia Giulia;98;3;101;750;851;-18;1969;310;3130;89449;56205,0;6,0;1065,0;2,0;22,0;0,0
2020-02-24;Lazio;1;1;2;0;2;0;1;0;3;124;;3,0;124,0;0,0;1,0;1,0
2020-02-25;Lazio;1;1;2;0;2;0;1;0;3;124;;0,0;0,0;0,0;0,0;0,0
2020-02-26;Lazio;0;0;0;0;0;-2;3;0;3;124;;0,0;0,0;0,0;2,0;-1,0
2020-02-27;Lazio;0;0;0;0;0;0;3;0;3;552;;0,0;428,0;0,0;0,0;0,0
2020-02-28;Lazio;0;0;0;0;0;0;3;0;3;611;;0,0;59,0;0,0;0,0;0,0
2020-02-29;Lazio;3;0;3;0;3;3;3;0;6;679;;3,0;68,0;0,0;0,0;0,0
2020-03-01;Lazio;3;0;3;0;3;0;3;0;6;724;;0,0;45,0;0,0;0,0;0,0
2020-03-02;Lazio;3;0;3;1;4;1;3;0;7;773;;1,0;49,0;0,0;0,0;0,0
2020-03-03;Lazio;10;0;10;1;11;7;3;0;14;877;;7,0;104,0;0,0;0,0;0,0
2020-03-04;Lazio;15;3;18;9;27;16;3;0;30;995;;16,0;118,0;0,0;0,0;3,0
2020-03-05;Lazio;20;7;27;14;41;14;3;0;44;1175;;14,0;180,0;0,0;0,0;4,0
2020-03-06;Lazio;26;8;34;16;50;9;3;1;54;1373;;10,0;198,0;1,0;0,0;1,0
2020-03-07;Lazio;43;8;51;21;72;22;3;1;76;1582;;22,0;209,0;0,0;0,0;0,0
2020-03-08;Lazio;47;8;55;26;81;9;3;3;87;1929;;11,0;347,0;2,0;0,0;0,0
2020-03-09;Lazio;55;8;63;31;94;13;3;5;102;1929;;15,0;0,0;2,0;0,0;0,0
2020-03-10;Lazio;50;15;65;34;99;5;11;6;116;3591;;14,0;1662,0;1,0;8,0;7,0
2020-03-11;Lazio;67;18;85;40;125;26;19;6;150;3591;;34,0;0,0;0,0;8,0;3,0
2020-03-12;Lazio;85;20;105;67;172;47;19;9;200;5592;;50,0;2001,0;3,0;0,0;2,0
2020-03-13;Lazio;122;24;146;96;242;70;24;11;277;6491;;77,0;899,0;2,0;5,0;4,0
2020-03-14;Lazio;181;25;206;114;320;78;24;13;357;7335;;80,0;844,0;2,0;0,0;1,0
2020-03-15;Lazio;223;31;254;142;396;76;24;16;436;8345;;79,0;1010,0;3,0;0,0;6,0
2020-03-16;Lazio;267;31;298;174;472;76;32;19;523;9330;;87,0;985,0;3,0;8,0;0,0
2020-03-17;Lazio;314;44;358;192;550;78;34;23;607;9436;;84,0;106,0;4,0;2,0;13,0
2020-03-18;Lazio;374;44;418;232;650;100;42;32;724;11145;;117,0;1709,0;9,0;8,0;0,0
2020-03-19;Lazio;426;45;471;270;741;91;44;38;823;11145;;99,0;0,0;6,0;2,0;1,0
2020-03-20;Lazio;537;47;584;328;912;171;53;43;1008;13889;;185,0;2744,0;5,0;9,0;2,0
2020-03-21;Lazio;591;70;661;425;1086;174;54;50;1190;13889;;182,0;0,0;7,0;1,0;23,0
2020-03-22;Lazio;671;79;750;522;1272;186;58;53;1383;17845;;193,0;3956,0;3,0;4,0;9,0
2020-03-23;Lazio;718;96;814;600;1414;142;63;63;1540;18371;;157,0;526,0;10,0;5,0;17,0
2020-03-24;Lazio;747;94;841;704;1545;131;103;80;1728;18371;;188,0;0,0;17,0;40,0;-2,0
2020-03-25;Lazio;805;101;906;769;1675;130;131;95;1901;20669;;173,0;2298,0;15,0;28,0;7,0
2020-03-26;Lazio;878;113;991;844;1835;160;155;106;2096;22771;;195,0;2102,0;11,0;24,0;12,0
2020-03-27;Lazio;992;126;1118;895;2013;178;164;118;2295;24106;;199,0;1335,0;12,0;9,0;13,0
2020-03-28;Lazio;985;133;1118;1063;2181;168;200;124;2505;27179;;210,0;3073,0;6,0;36,0;7,0
2020-03-29;Lazio;1062;133;1195;1167;2362;181;208;136;2706;27744;;201,0;565,0;12,0;8,0;0,0
2020-03-30;Lazio;1079;154;1233;1264;2497;135;267;150;2914;32846;;208,0;5102,0;14,0;59,0;21,0
2020-03-31;Lazio;1127;173;1300;1342;2642;145;291;162;3095;34677;;181,0;1831,0;12,0;24,0;19,0
2020-04-01;Lazio;1131;177;1308;1450;2758;116;337;169;3264;35810;;169,0;1133,0;7,0;46,0;4,0
2020-04-02;Lazio;1169;181;1350;1529;2879;121;369;185;3433;41575;;169,0;5765,0;16,0;32,0;4,0
2020-04-03;Lazio;1194;188;1382;1627;3009;130;392;199;3600;43776;;167,0;2201,0;14,0;23,0;7,0
2020-04-04;Lazio;1236;193;1429;1677;3106;97;439;212;3757;44624;;157,0;848,0;13,0;47,0;5,0
2020-04-05;Lazio;1235;197;1432;1754;3186;80;475;219;3880;44658;;123,0;34,0;7,0;36,0;4,0
2020-04-06;Lazio;1235;197;1432;1868;3300;114;502;229;4031;47470;;151,0;2812,0;10,0;27,0;0,0
2020-04-07;Lazio;1229;192;1421;1944;3365;65;546;238;4149;48874;;118,0;1404,0;9,0;44,0;-5,0
2020-04-08;Lazio;1241;196;1437;2011;3448;83;574;244;4266;55113;;117,0;6239,0;6,0;28,0;4,0
2020-04-09;Lazio;1244;198;1442;2090;3532;84;644;253;4429;58107;;163,0;2994,0;9,0;70,0;2,0
2020-04-10;Lazio;1236;201;1437;2196;3633;101;687;263;4583;61769;;154,0;3662,0;10,0;43,0;3,0
2020-04-11;Lazio;1264;203;1467;2263;3730;97;720;273;4723;65241;;140,0;3472,0;10,0;33,0;2,0
2020-04-12;Lazio;1268;201;1469;2348;3817;87;749;279;4845;68954;;122,0;3713,0;6,0;29,0;-2,0
2020-04-13;Lazio;1314;200;1514;2406;3920;103;764;284;4968;72746;;123,0;3792,0;5,0;15,0;-1,0
2020-04-14;Lazio;1344;199;1543;2479;4022;102;789;300;5111;74650;;143,0;1904,0;16,0;25,0;-1,0
2020-04-15;Lazio;1342;196;1538;2509;4047;25;874;311;5232;75584;;121,0;934,0;11,0;85,0;-3,0
2020-04-16;Lazio;1347;197;1544;2600;4144;97;920;316;5380;81993;;148,0;6409,0;5,0;46,0;1,0
2020-04-17;Lazio;1332;187;1519;2695;4214;70;978;332;5524;84755;;144,0;2762,0;16,0;58,0;-10,0
2020-04-18;Lazio;1376;186;1562;2720;4282;68;1046;340;5668;89553;;144,0;4798,0;8,0;68,0;-1,0
2020-04-19;Lazio;1370;185;1555;2766;4321;39;1093;341;5755;91807;22702,0;87,0;2254,0;1,0;47,0;-1,0
2020-04-20;Lazio;1388;185;1573;2792;4365;44;1101;349;5815;97823;23067,0;60,0;6016,0;8,0;8,0;0,0
2020-04-21;Lazio;1380;184;1564;2838;4402;37;1130;363;5895;100031;24046,0;80,0;2208,0;14,0;29,0;-1,0
2020-04-22;Lazio;1384;187;1571;2892;4463;61;1142;370;5975;104062;25244,0;80,0;4031,0;7,0;12,0;3,0
2020-04-23;Lazio;1385;186;1571;2915;4486;23;1193;375;6054;111073;26298,0;79,0;7011,0;5,0;51,0;-1,0
2020-04-24;Lazio;1396;184;1580;2912;4492;6;1256;384;6132;114317;86545,0;78,0;3244,0;9,0;63,0;-2,0
2020-04-25;Lazio;1421;183;1604;2957;4561;69;1276;387;6224;118354;90582,0;92,0;4037,0;3,0;20,0;-1,0
2020-04-26;Lazio;1442;161;1603;2970;4573;12;1347;389;6309;121677;93811,0;85,0;3323,0;2,0;71,0;-22,0
2020-04-27;Lazio;1464;143;1607;2955;4562;-11;1433;397;6392;124769;95719,0;83,0;3092,0;8,0;86,0;-18,0
2020-04-28;Lazio;1468;132;1600;2962;4562;0;1491;414;6467;128664;98968,0;75,0;3895,0;17,0;58,0;-11,0
2020-04-29;Lazio;1445;130;1575;2960;4535;-27;1579;431;6545;133503;103435,0;78,0;4839,0;17,0;88,0;-2,0
2020-04-30;Lazio;1417;115;1532;2936;4468;-67;1707;441;6616;137596;107497,0;71,0;4093,0;10,0;128,0;-15,0
2020-05-01;Lazio;1372;105;1477;2969;4446;-22;1744;482;6672;143804;111988,0;56,0;6208,0;41,0;37,0;-10,0
2020-05-02;Lazio;1370;96;1466;2986;4452;6;1807;497;6756;147078;114761,0;84,0;3274,0;15,0;63,0;-9,0
2020-05-03;Lazio;1346;95;1441;2944;4385;-67;1916;508;6809;150912;117796,0;53,0;3834,0;11,0;109,0;-1,0
2020-05-04;Lazio;1335;95;1430;2955;4385;0;1938;524;6847;153293;120095,0;38,0;2381,0;16,0;22,0;0,0
2020-05-05;Lazio;1315;91;1406;2964;4370;-15;2010;534;6914;157307;122541,0;67,0;4014,0;10,0;72,0;-4,0
2020-05-06;Lazio;1351;91;1442;2991;4433;63;2024;538;6995;160894;125897,0;81,0;3587,0;4,0;14,0;0,0
2020-05-07;Lazio;1291;89;1380;2968;4348;-85;2143;543;7034;165340;130351,0;39,0;4446,0;5,0;119,0;-2,0
2020-05-08;Lazio;1278;84;1362;2966;4328;-20;2209;549;7086;169499;133674,0;52,0;4159,0;6,0;66,0;-5,0
2020-05-09;Lazio;1277;82;1359;2986;4345;17;2235;553;7133;174448;137428,0;47,0;4949,0;4,0;26,0;-2,0
2020-05-10;Lazio;1265;84;1349;2937;4286;-59;2322;557;7165;178569;141233,0;32,0;4121,0;4,0;87,0;2,0
2020-02-24;Liguria;0;0;0;0;0;0;0;0;0;1;;0,0;1,0;0,0;0,0;0,0
2020-02-25;Liguria;1;0;1;0;1;1;0;0;1;39;;1,0;38,0;0,0;0,0;0,0
2020-02-26;Liguria;6;0;6;5;11;10;0;0;11;66;;10,0;27,0;0,0;0,0;0,0
2020-02-27;Liguria;9;0;9;10;19;8;0;0;19;78;;8,0;12,0;0,0;0,0;0,0
2020-02-28;Liguria;9;0;9;10;19;0;0;0;19;112;;0,0;34,0;0,0;0,0;0,0
2020-02-29;Liguria;4;1;5;33;38;19;4;0;42;121;;23,0;9,0;0,0;4,0;1,0
2020-03-01;Liguria;12;1;13;8;21;-17;4;0;25;121;;-17,0;0,0;0,0;0,0;0,0
2020-03-02;Liguria;12;1;13;5;18;-3;4;0;22;121;;-3,0;0,0;0,0;0,0;0,0
2020-03-03;Liguria;12;2;14;5;19;1;4;1;24;121;;2,0;0,0;1,0;0,0;1,0
2020-03-04;Liguria;10;3;13;8;21;2;4;1;26;133;;2,0;12,0;0,0;0,0;1,0
2020-03-05;Liguria;11;3;14;7;21;0;4;3;28;146;;2,0;13,0;2,0;0,0;0,0
2020-03-06;Liguria;12;5;17;7;24;3;5;3;32;229;;4,0;83,0;0,0;1,0;2,0
2020-03-07;Liguria;26;6;32;10;42;18;5;4;51;331;;19,0;102,0;1,0;0,0;1,0
2020-03-08;Liguria;39;11;50;17;67;25;5;6;78;401;;27,0;70,0;2,0;0,0;5,0
2020-03-09;Liguria;60;17;77;20;97;30;5;7;109;611;;31,0;210,0;1,0;0,0;6,0
2020-03-10;Liguria;57;29;86;42;128;31;5;8;141;694;;32,0;83,0;1,0;0,0;12,0
2020-03-11;Liguria;74;34;108;73;181;53;5;8;194;1025;;53,0;331,0;0,0;0,0;5,0
2020-03-12;Liguria;100;36;136;107;243;62;20;11;274;1174;;80,0;149,0;3,0;15,0;2,0
2020-03-13;Liguria;128;44;172;132;304;61;24;17;345;1442;;71,0;268,0;6,0;4,0;8,0
2020-03-14;Liguria;213;62;275;109;384;80;52;27;463;1750;;118,0;308,0;10,0;28,0;18,0
2020-03-15;Liguria;253;66;319;174;493;109;33;33;559;1973;;96,0;223,0;6,0;-19,0;4,0
2020-03-16;Liguria;255;73;328;247;575;82;42;50;667;2189;;108,0;216,0;17,0;9,0;7,0
2020-03-17;Liguria;299;85;384;277;661;86;57;60;778;2509;;111,0;320,0;10,0;15,0;12,0
2020-03-18;Liguria;401;100;501;243;744;83;70;73;887;2912;;109,0;403,0;13,0;13,0;15,0
2020-03-19;Liguria;491;112;603;280;883;139;85;91;1059;3348;;172,0;436,0;18,0;15,0;12,0
2020-03-20;Liguria;573;121;694;307;1001;118;101;119;1221;3794;;162,0;446,0;28,0;16,0;9,0
2020-03-21;Liguria;598;129;727;432;1159;158;125;152;1436;4304;;215,0;510,0;33,0;24,0;8,0
2020-03-22;Liguria;736;132;868;483;1351;192;143;171;1665;4995;;229,0;691,0;19,0;18,0;3,0
2020-03-23;Liguria;761;133;894;659;1553;202;159;212;1924;5538;;259,0;543,0;41,0;16,0;1,0
2020-03-24;Liguria;803;147;950;742;1692;139;193;231;2116;5992;;192,0;454,0;19,0;34,0;14,0
2020-03-25;Liguria;927;147;1074;752;1826;134;225;254;2305;6602;;189,0;610,0;23,0;32,0;0,0
2020-03-26;Liguria;998;154;1152;875;2027;201;260;280;2567;7304;;262,0;702,0;26,0;35,0;7,0
2020-03-27;Liguria;1023;157;1180;880;2060;33;305;331;2696;7804;;129,0;500,0;51,0;45,0;3,0
2020-03-28;Liguria;1031;167;1198;888;2086;26;378;358;2822;8177;;126,0;373,0;27,0;73,0;10,0
2020-03-29;Liguria;1077;166;1243;1036;2279;193;420;377;3076;9100;;254,0;923,0;19,0;42,0;-1,0
2020-03-30;Liguria;1142;175;1317;1066;2383;104;437;397;3217;9677;;141,0;577,0;20,0;17,0;9,0
2020-03-31;Liguria;1153;179;1332;1176;2508;125;480;428;3416;10376;;199,0;699,0;31,0;43,0;4,0
2020-04-01;Liguria;1114;179;1293;1352;2645;137;555;460;3660;11334;;244,0;958,0;32,0;75,0;0,0
2020-04-02;Liguria;1120;172;1292;1368;2660;15;634;488;3782;12069;;122,0;735,0;28,0;79,0;-7,0
2020-04-03;Liguria;1147;173;1320;1426;2746;86;700;519;3965;12934;;183,0;865,0;31,0;66,0;1,0
2020-04-04;Liguria;1121;169;1290;1604;2894;148;767;542;4203;14087;;238,0;1153,0;23,0;67,0;-4,0
2020-04-05;Liguria;1126;165;1291;1802;3093;199;800;556;4449;15047;;246,0;960,0;14,0;33,0;-4,0
2020-04-06;Liguria;1141;162;1303;1814;3117;24;837;595;4549;15533;;100,0;486,0;39,0;37,0;-3,0
2020-04-07;Liguria;1090;156;1246;1966;3212;95;925;620;4757;16579;;208,0;1046,0;25,0;88,0;-6,0
2020-04-08;Liguria;1109;153;1262;1983;3245;33;1007;654;4906;17521;;149,0;942,0;34,0;82,0;-3,0
2020-04-09;Liguria;1103;154;1257;1996;3253;8;1085;682;5020;18446;;114,0;925,0;28,0;78,0;1,0
2020-04-10;Liguria;1076;151;1227;2074;3301;48;1181;709;5191;19514;;171,0;1068,0;27,0;96,0;-3,0
2020-04-11;Liguria;1003;146;1149;2184;3333;32;1309;734;5376;20888;;185,0;1374,0;25,0;128,0;-5,0
2020-04-12;Liguria;1032;144;1176;2157;3333;0;1412;749;5494;21983;;118,0;1095,0;15,0;103,0;-2,0
2020-04-13;Liguria;1088;138;1226;2139;3365;32;1471;760;5596;23129;;102,0;1146,0;11,0;59,0;-6,0
2020-04-14;Liguria;967;133;1100;2366;3466;101;1549;793;5808;24446;;212,0;1317,0;33,0;78,0;-5,0
2020-04-15;Liguria;959;120;1079;2385;3464;-2;1665;807;5936;25793;;128,0;1347,0;14,0;116,0;-13,0
2020-04-16;Liguria;957;103;1060;2377;3437;-27;1774;828;6039;26945;;103,0;1152,0;21,0;109,0;-17,0
2020-04-17;Liguria;897;105;1002;2457;3459;22;1863;866;6188;28181;;149,0;1236,0;38,0;89,0;2,0
2020-04-18;Liguria;901;105;1006;2406;3412;-47;1992;897;6301;29322;;113,0;1141,0;31,0;129,0;0,0
2020-04-19;Liguria;885;101;986;2504;3490;78;2110;928;6528;31551;21103,0;227,0;2229,0;31,0;118,0;-4,0
2020-04-20;Liguria;878;102;980;2516;3496;6;2216;957;6669;33007;21979,0;141,0;1456,0;29,0;106,0;1,0
2020-04-21;Liguria;914;94;1008;2455;3463;-33;2311;990;6764;34186;22670,0;95,0;1179,0;33,0;95,0;-8,0
2020-04-22;Liguria;860;92;952;2524;3476;13;2420;1022;6918;35990;23756,0;154,0;1804,0;32,0;109,0;-2,0
2020-04-23;Liguria;783;91;874;2592;3466;-10;2536;1047;7049;37842;25045,0;131,0;1852,0;25,0;116,0;-1,0
2020-04-24;Liguria;760;87;847;2590;3437;-29;2660;1076;7173;39563;26040,0;124,0;1721,0;29,0;124,0;-4,0
2020-04-25;Liguria;759;83;842;2591;3433;-4;2775;1093;7301;41125;26898,0;128,0;1562,0;17,0;115,0;-4,0
2020-04-26;Liguria;748;82;830;2650;3480;47;2894;1114;7488;42607;27852,0;187,0;1482,0;21,0;119,0;-1,0
2020-04-27;Liguria;754;83;837;2743;3580;100;2934;1128;7642;44039;28739,0;154,0;1432,0;14,0;40,0;1,0
2020-04-28;Liguria;718;81;799;2772;3571;-9;3060;1141;7772;45719;29794,0;130,0;1680,0;13,0;126,0;-2,0
2020-04-29;Liguria;697;70;767;2809;3576;5;3161;1152;7889;47220;30669,0;117,0;1501,0;11,0;101,0;-11,0
2020-04-30;Liguria;676;69;745;2806;3551;-25;3275;1167;7993;48762;31520,0;104,0;1542,0;15,0;114,0;-1,0
2020-05-01;Liguria;666;68;734;2784;3518;-33;3424;1184;8126;51199;32794,0;133,0;2437,0;17,0;149,0;-1,0
2020-05-02;Liguria;647;68;715;2883;3598;80;3519;1195;8312;53202;34037,0;186,0;2003,0;11,0;95,0;0,0
2020-05-03;Liguria;627;68;695;2856;3551;-47;3599;1209;8359;54492;34613,0;47,0;1290,0;14,0;80,0;0,0
2020-05-04;Liguria;606;72;678;2830;3508;-43;3683;1221;8412;56092;35443,0;53,0;1600,0;12,0;84,0;4,0
2020-05-05;Liguria;583;68;651;2776;3427;-81;3816;1232;8475;57622;36150,0;63,0;1530,0;11,0;133,0;-4,0
2020-05-06;Liguria;548;59;607;2699;3306;-121;4002;1243;8551;59693;37177,0;76,0;2071,0;11,0;186,0;-9,0
2020-05-07;Liguria;525;57;582;2666;3248;-58;4143;1254;8645;61446;38071,0;94,0;1753,0;11,0;141,0;-2,0
2020-05-08;Liguria;517;46;563;2613;3176;-72;4282;1265;8723;63531;39145,0;78,0;2085,0;11,0;139,0;-11,0
2020-05-09;Liguria;501;42;543;2439;2982;-194;4480;1276;8738;64926;39600,0;15,0;1395,0;11,0;198,0;-4,0
2020-05-10;Liguria;481;41;522;2378;2900;-82;4607;1281;8788;67322;40751,0;50,0;2396,0;5,0;127,0;-1,0
2020-02-24;Lombardia;76;19;95;71;166;0;0;6;172;1463;;172,0;1463,0;6,0;0,0;19,0
2020-02-25;Lombardia;79;25;104;127;231;65;0;9;240;3700;;68,0;2237,0;3,0;0,0;6,0
2020-02-26;Lombardia;79;25;104;145;249;18;0;9;258;3208;;18,0;-492,0;0,0;0,0;0,0
2020-02-27;Lombardia;172;41;213;136;349;100;40;14;403;3320;;145,0;112,0;5,0;40,0;16,0
2020-02-28;Lombardia;235;47;282;192;474;125;40;17;531;4835;;128,0;1515,0;3,0;0,0;6,0
2020-02-29;Lombardia;256;80;336;216;552;78;40;23;615;5723;;84,0;888,0;6,0;0,0;33,0
2020-03-01;Lombardia;406;106;512;375;887;335;73;24;984;6879;;369,0;1156,0;1,0;33,0;26,0
2020-03-02;Lombardia;478;127;605;472;1077;190;139;38;1254;7925;;270,0;1046,0;14,0;66,0;21,0
2020-03-03;Lombardia;698;167;865;461;1326;249;139;55;1520;9577;;266,0;1652,0;17,0;0,0;40,0
2020-03-04;Lombardia;877;209;1086;411;1497;171;250;73;1820;12138;;300,0;2561,0;18,0;111,0;42,0
2020-03-05;Lombardia;1169;244;1413;364;1777;280;376;98;2251;12354;;431,0;216,0;25,0;126,0;35,0
2020-03-06;Lombardia;1622;309;1931;77;2008;231;469;135;2612;13556;;361,0;1202,0;37,0;93,0;65,0
2020-03-07;Lombardia;1661;359;2020;722;2742;734;524;154;3420;15778;;808,0;2222,0;19,0;55,0;50,0
2020-03-08;Lombardia;2217;399;2616;756;3372;630;550;267;4189;18534;;769,0;2756,0;113,0;26,0;40,0
2020-03-09;Lombardia;2802;440;3242;1248;4490;1118;646;333;5469;20135;;1280,0;1601,0;66,0;96,0;41,0
2020-03-10;Lombardia;3319;466;3785;642;4427;-63;896;468;5791;21479;;322,0;1344,0;135,0;250,0;26,0
2020-03-11;Lombardia;3852;560;4412;1351;5763;1336;900;617;7280;25629;;1489,0;4150,0;149,0;4,0;94,0
2020-03-12;Lombardia;4247;605;4852;2044;6896;1133;1085;744;8725;29534;;1445,0;3905,0;127,0;185,0;45,0
2020-03-13;Lombardia;4435;650;5085;2647;7732;836;1198;890;9820;32700;;1095,0;3166,0;146,0;113,0;45,0
2020-03-14;Lombardia;4898;732;5630;3429;9059;1327;1660;966;11685;37138;;1865,0;4438,0;76,0;462,0;82,0
2020-03-15;Lombardia;5500;767;6267;3776;10043;984;2011;1218;13272;40369;;1587,0;3231,0;252,0;351,0;35,0
2020-03-16;Lombardia;6171;823;6994;3867;10861;818;2368;1420;14649;43565;;1377,0;3196,0;202,0;357,0;56,0
2020-03-17;Lombardia;6953;879;7832;4263;12095;1234;2485;1640;16220;46449;;1571,0;2884,0;220,0;117,0;56,0
2020-03-18;Lombardia;7285;924;8209;4057;12266;171;3488;1959;17713;48983;;1493,0;2534,0;319,0;1003,0;45,0
2020-03-19;Lombardia;7387;1006;8393;5545;13938;1672;3778;2168;19884;52244;;2171,0;3261,0;209,0;290,0;82,0
2020-03-20;Lombardia;7735;1050;8785;6635;15420;1482;4295;2549;22264;57174;;2380,0;4930,0;381,0;517,0;44,0
2020-03-21;Lombardia;8258;1093;9351;8019;17370;1950;5050;3095;25515;66730;;3251,0;9556,0;546,0;755,0;43,0
2020-03-22;Lombardia;9439;1142;10581;7304;17885;515;5865;3456;27206;70598;;1691,0;3868,0;361,0;815,0;49,0
2020-03-23;Lombardia;9266;1183;10449;8461;18910;1025;6075;3776;28761;73242;;1555,0;2644,0;320,0;210,0;41,0
2020-03-24;Lombardia;9711;1194;10905;8963;19868;958;6657;4178;30703;76695;;1942,0;3453,0;402,0;582,0;11,0
2020-03-25;Lombardia;10026;1236;11262;9329;20591;723;7281;4474;32346;81666;;1643,0;4971,0;296,0;624,0;42,0
2020-03-26;Lombardia;10681;1263;11944;10245;22189;1598;7839;4861;34889;87713;;2543,0;6047,0;387,0;558,0;27,0
2020-03-27;Lombardia;11137;1292;12429;11466;23895;1706;8001;5402;37298;95860;;2409,0;8147,0;541,0;162,0;29,0
2020-03-28;Lombardia;11152;1319;12471;12038;24509;614;8962;5944;39415;102503;;2117,0;6643,0;542,0;961,0;27,0
2020-03-29;Lombardia;11613;1328;12941;12451;25392;883;9255;6360;41007;107398;;1592,0;4895,0;416,0;293,0;9,0
2020-03-30;Lombardia;11815;1330;13145;11861;25006;-386;10337;6818;42161;111057;;1154,0;3659,0;458,0;1082,0;2,0
2020-03-31;Lombardia;11883;1324;13207;11917;25124;118;10885;7199;43208;114640;;1047,0;3583,0;381,0;548,0;-6,0
2020-04-01;Lombardia;11927;1342;13269;12496;25765;641;11415;7593;44773;121449;;1565,0;6809,0;394,0;530,0;18,0
2020-04-02;Lombardia;11762;1351;13113;12763;25876;111;12229;7960;46065;128286;;1292,0;6837,0;367,0;814,0;9,0
2020-04-03;Lombardia;11802;1381;13183;13006;26189;313;13020;8311;47520;135051;;1455,0;6765,0;351,0;791,0;30,0
2020-04-04;Lombardia;12002;1326;13328;13892;27220;1031;13242;8656;49118;141877;;1598,0;6826,0;345,0;222,0;-55,0
2020-04-05;Lombardia;12009;1317;13326;14798;28124;904;13426;8905;50455;149984;;1337,0;8107,0;249,0;184,0;-9,0
2020-04-06;Lombardia;11914;1343;13257;15212;28469;345;13863;9202;51534;154989;;1079,0;5005,0;297,0;437,0;26,0
2020-04-07;Lombardia;11833;1305;13138;15205;28343;-126;14498;9484;52325;159331;;791,0;4342,0;282,0;635,0;-38,0
2020-04-08;Lombardia;11719;1257;12976;15569;28545;202;15147;9722;53414;167557;;1089,0;8226,0;238,0;649,0;-48,0
2020-04-09;Lombardia;11796;1236;13032;16042;29074;529;15706;10022;54802;176953;;1388,0;9396,0;300,0;559,0;-21,0
2020-04-10;Lombardia;11877;1202;13079;16451;29530;456;16280;10238;56048;186325;;1246,0;9372,0;216,0;574,0;-34,0
2020-04-11;Lombardia;12026;1174;13200;17058;30258;728;16823;10511;57592;196302;;1544,0;9977,0;273,0;543,0;-28,0
2020-04-12;Lombardia;11969;1176;13145;18120;31265;1007;17166;10621;59052;205832;;1460,0;9530,0;110,0;343,0;2,0
2020-04-13;Lombardia;12028;1143;13171;18764;31935;670;17478;10901;60314;211092;;1262,0;5260,0;280,0;312,0;-33,0
2020-04-14;Lombardia;12077;1122;13199;19164;32363;428;17821;11142;61326;214870;;1012,0;3778,0;241,0;343,0;-21,0
2020-04-15;Lombardia;12043;1074;13117;19804;32921;558;17855;11377;62153;221968;;827,0;7098,0;235,0;34,0;-48,0
2020-04-16;Lombardia;11356;1032;12388;20702;33090;169;18396;11608;63094;232674;;941,0;10706,0;231,0;541,0;-42,0
2020-04-17;Lombardia;10627;971;11598;21836;33434;344;18850;11851;64135;243513;;1041,0;10839,0;243,0;454,0;-61,0
2020-04-18;Lombardia;10042;947;10989;23206;34195;761;19136;12050;65381;255331;;1246,0;11818,0;199,0;286,0;-24,0
2020-04-19;Lombardia;10342;922;11264;23233;34497;302;19526;12213;66236;264155;183757,0;855,0;8824,0;163,0;390,0;-25,0
2020-04-20;Lombardia;10138;901;11039;23548;34587;90;20008;12376;66971;270486;173333,0;735,0;6331,0;163,0;482,0;-21,0
2020-04-21;Lombardia;9805;851;10656;23322;33978;-609;21374;12579;67931;277197;173333,0;960,0;6711,0;203,0;1366,0;-50,0
2020-04-22;Lombardia;9692;817;10509;23733;34242;264;22110;12740;69092;290699;184323,0;1161,0;13502,0;161,0;736,0;-34,0
2020-04-23;Lombardia;9192;790;9982;23891;33873;-369;23352;12940;70165;302715;190451,0;1073,0;12016,0;200,0;1242,0;-27,0
2020-04-24;Lombardia;8791;756;9547;24821;34368;495;23782;13106;71256;314298;196406,0;1091,0;11583,0;166,0;430,0;-34,0
2020-04-25;Lombardia;8489;724;9213;25260;34473;105;24227;13269;71969;326940;202827,0;713,0;12642,0;163,0;445,0;-32,0
2020-04-26;Lombardia;8481;706;9187;25979;35166;693;24398;13325;72889;337797;208471,0;920,0;10857,0;56,0;171,0;-18,0
2020-04-27;Lombardia;7525;680;8205;27236;35441;275;24589;13449;73479;342850;211523,0;590,0;5053,0;124,0;191,0;-26,0
2020-04-28;Lombardia;7280;655;7935;27809;35744;303;25029;13575;74348;351423;216526,0;869,0;8573,0;126,0;440,0;-25,0
2020-04-29;Lombardia;7120;634;7754;28368;36122;378;25333;13679;75134;365895;223952,0;786,0;14472,0;104,0;304,0;-21,0
2020-04-30;Lombardia;6834;605;7439;28772;36211;89;25749;13772;75732;376943;229880,0;598,0;11048,0;93,0;416,0;-29,0
